"search-number","evaluation","evals-requested-so-far","trust_low*","trust_high*","lie_low*","lie_high*","trust_fall_low*","trust_fall_high*","lie_fall_low*","lie_fall_high*","trust_rise_low*","trust_rise_high*","lie_rise_low*","lie_rise_high*","random-seed","min-result","max-result","mean-result","stdev-result","final-step-result"
"1","1","500","0","20","0","30","0","4","0","5","0","1","0","1","""1138335530""","38.09252669039146","38.09252669039146","38.09252669039146","0","38.09252669039146"
"1","2","500","0","20","0","30","0","4","0","5","0","1","0","1","""-1339541931""","40.018248175182485","40.018248175182485","40.018248175182485","0","40.018248175182485"
"1","3","500","0","20","0","30","0","4","0","5","0","1","0","1","""-989858458""","37.318518518518516","37.318518518518516","37.318518518518516","0","37.318518518518516"
"1","4","500","0","20","0","30","0","4","0","5","0","1","0","1","""-554377792""","38.69230769230769","38.69230769230769","38.69230769230769","0","38.69230769230769"
"1","5","500","0","20","0","30","0","4","0","5","0","1","0","1","""993521564""","40.396491228070175","40.396491228070175","40.396491228070175","0","40.396491228070175"
"1","6","500","0","20","0","30","0","4","0","5","0","1","0","1","""-386056063""","36.41240875912409","36.41240875912409","36.41240875912409","0","36.41240875912409"
"1","7","500","0","20","0","30","0","4","0","5","0","1","0","1","""-696497507""","38.777372262773724","38.777372262773724","38.777372262773724","0","38.777372262773724"
"1","8","500","0","20","0","30","0","4","0","5","0","1","0","1","""1184866548""","38.981549815498155","38.981549815498155","38.981549815498155","0","38.981549815498155"
"1","9","500","0","20","0","30","0","4","0","5","0","1","0","1","""1701666533""","37.58455882352941","37.58455882352941","37.58455882352941","0","37.58455882352941"
"1","10","500","0","20","0","30","0","4","0","5","0","1","0","1","""868949162""","38.5916955017301","38.5916955017301","38.5916955017301","0","38.5916955017301"
"1","11","500","0","60","0","30","0","4","0","3","0","3","0","1","""563722534""","78.74642857142857","78.74642857142857","78.74642857142857","0","78.74642857142857"
"1","12","500","0","60","0","30","0","4","0","3","0","3","0","1","""-2058227432""","78.53237410071942","78.53237410071942","78.53237410071942","0","78.53237410071942"
"1","13","500","0","60","0","30","0","4","0","3","0","3","0","1","""1005979490""","76.64","76.64","76.64","0","76.64"
"1","14","500","0","60","0","30","0","4","0","3","0","3","0","1","""-519354475""","78.02158273381295","78.02158273381295","78.02158273381295","0","78.02158273381295"
"1","15","500","0","60","0","30","0","4","0","3","0","3","0","1","""-905016249""","77.48591549295774","77.48591549295774","77.48591549295774","0","77.48591549295774"
"1","16","500","0","60","0","30","0","4","0","3","0","3","0","1","""-1666071320""","79.03272727272727","79.03272727272727","79.03272727272727","0","79.03272727272727"
"1","17","500","0","60","0","30","0","4","0","3","0","3","0","1","""-890312831""","77.63468634686348","77.63468634686348","77.63468634686348","0","77.63468634686348"
"1","18","500","0","60","0","30","0","4","0","3","0","3","0","1","""-1944841518""","79.15770609318996","79.15770609318996","79.15770609318996","0","79.15770609318996"
"1","19","500","0","60","0","30","0","4","0","3","0","3","0","1","""-1710870768""","79.71428571428571","79.71428571428571","79.71428571428571","0","79.71428571428571"
"1","20","500","0","60","0","30","0","4","0","3","0","3","0","1","""-1846836266""","77.85074626865672","77.85074626865672","77.85074626865672","0","77.85074626865672"
"1","21","500","0","80","0","20","0","3","0","1","0","1","0","4","""609090841""","11.573529411764707","11.573529411764707","11.573529411764707","0","11.573529411764707"
"1","22","500","0","80","0","20","0","3","0","1","0","1","0","4","""-1434078893""","10.733576642335766","10.733576642335766","10.733576642335766","0","10.733576642335766"
"1","23","500","0","80","0","20","0","3","0","1","0","1","0","4","""794436854""","11.86861313868613","11.86861313868613","11.86861313868613","0","11.86861313868613"
"1","24","500","0","80","0","20","0","3","0","1","0","1","0","4","""-1888079053""","12.623616236162361","12.623616236162361","12.623616236162361","0","12.623616236162361"
"1","25","500","0","80","0","20","0","3","0","1","0","1","0","4","""-122238614""","12.187725631768952","12.187725631768952","12.187725631768952","0","12.187725631768952"
"1","26","500","0","80","0","20","0","3","0","1","0","1","0","4","""-1731037528""","11.811387900355871","11.811387900355871","11.811387900355871","0","11.811387900355871"
"1","27","500","0","80","0","20","0","3","0","1","0","1","0","4","""92839276""","11.673992673992673","11.673992673992673","11.673992673992673","0","11.673992673992673"
"1","28","500","0","80","0","20","0","3","0","1","0","1","0","4","""-667218925""","11.259515570934257","11.259515570934257","11.259515570934257","0","11.259515570934257"
"1","29","500","0","80","0","20","0","3","0","1","0","1","0","4","""2142313175""","11.783882783882785","11.783882783882785","11.783882783882785","0","11.783882783882785"
"1","30","500","0","80","0","20","0","3","0","1","0","1","0","4","""-1485346578""","11.704626334519572","11.704626334519572","11.704626334519572","0","11.704626334519572"
"1","31","500","0","60","0","10","0","2","0","1","0","1","0","1","""1765254075""","54.41428571428571","54.41428571428571","54.41428571428571","0","54.41428571428571"
"1","32","500","0","60","0","10","0","2","0","1","0","1","0","1","""-311434355""","55.1037037037037","55.1037037037037","55.1037037037037","0","55.1037037037037"
"1","33","500","0","60","0","10","0","2","0","1","0","1","0","1","""-1236627488""","54.95306859205776","54.95306859205776","54.95306859205776","0","54.95306859205776"
"1","34","500","0","60","0","10","0","2","0","1","0","1","0","1","""-1885259237""","55.38321167883212","55.38321167883212","55.38321167883212","0","55.38321167883212"
"1","35","500","0","60","0","10","0","2","0","1","0","1","0","1","""1669056386""","54.501831501831504","54.501831501831504","54.501831501831504","0","54.501831501831504"
"1","36","500","0","60","0","10","0","2","0","1","0","1","0","1","""-1817696247""","52.705263157894734","52.705263157894734","52.705263157894734","0","52.705263157894734"
"1","37","500","0","60","0","10","0","2","0","1","0","1","0","1","""791128739""","55.56363636363636","55.56363636363636","55.56363636363636","0","55.56363636363636"
"1","38","500","0","60","0","10","0","2","0","1","0","1","0","1","""-97814594""","56.494584837545126","56.494584837545126","56.494584837545126","0","56.494584837545126"
"1","39","500","0","60","0","10","0","2","0","1","0","1","0","1","""1503661038""","55.44097222222222","55.44097222222222","55.44097222222222","0","55.44097222222222"
"1","40","500","0","60","0","10","0","2","0","1","0","1","0","1","""125179050""","54.637010676156585","54.637010676156585","54.637010676156585","0","54.637010676156585"
"1","41","500","0","80","0","30","0","1","0","3","0","4","0","4","""-1522899719""","84.25925925925925","84.25925925925925","84.25925925925925","0","84.25925925925925"
"1","42","500","0","80","0","30","0","1","0","3","0","4","0","4","""1061172288""","85.54676258992805","85.54676258992805","85.54676258992805","0","85.54676258992805"
"1","43","500","0","80","0","30","0","1","0","3","0","4","0","4","""-1244024154""","86.80281690140845","86.80281690140845","86.80281690140845","0","86.80281690140845"
"1","44","500","0","80","0","30","0","1","0","3","0","4","0","4","""-1891744626""","84.5431654676259","84.5431654676259","84.5431654676259","0","84.5431654676259"
"1","45","500","0","80","0","30","0","1","0","3","0","4","0","4","""821222995""","85.24632352941177","85.24632352941177","85.24632352941177","0","85.24632352941177"
"1","46","500","0","80","0","30","0","1","0","3","0","4","0","4","""738940672""","85.12937062937063","85.12937062937063","85.12937062937063","0","85.12937062937063"
"1","47","500","0","80","0","30","0","1","0","3","0","4","0","4","""-819518996""","85.56","85.56","85.56","0","85.56"
"1","48","500","0","80","0","30","0","1","0","3","0","4","0","4","""1841444226""","84.18055555555556","84.18055555555556","84.18055555555556","0","84.18055555555556"
"1","49","500","0","80","0","30","0","1","0","3","0","4","0","4","""619284830""","83.82783882783883","83.82783882783883","83.82783882783883","0","83.82783882783883"
"1","50","500","0","80","0","30","0","1","0","3","0","4","0","4","""1978865902""","86.32631578947368","86.32631578947368","86.32631578947368","0","86.32631578947368"
"1","51","500","0","20","0","20","0","4","0","3","0","4","0","3","""-383657525""","74.46153846153847","74.46153846153847","74.46153846153847","0","74.46153846153847"
"1","52","500","0","20","0","20","0","4","0","3","0","4","0","3","""-1385368476""","73.90036900369003","73.90036900369003","73.90036900369003","0","73.90036900369003"
"1","53","500","0","20","0","20","0","4","0","3","0","4","0","3","""832046917""","76.20363636363636","76.20363636363636","76.20363636363636","0","76.20363636363636"
"1","54","500","0","20","0","20","0","4","0","3","0","4","0","3","""-1698292600""","75.8913043478261","75.8913043478261","75.8913043478261","0","75.8913043478261"
"1","55","500","0","20","0","20","0","4","0","3","0","4","0","3","""-27602672""","72.93357933579335","72.93357933579335","72.93357933579335","0","72.93357933579335"
"1","56","500","0","20","0","20","0","4","0","3","0","4","0","3","""1987911069""","73.85198555956678","73.85198555956678","73.85198555956678","0","73.85198555956678"
"1","57","500","0","20","0","20","0","4","0","3","0","4","0","3","""-514442780""","75.74632352941177","75.74632352941177","75.74632352941177","0","75.74632352941177"
"1","58","500","0","20","0","20","0","4","0","3","0","4","0","3","""981038932""","75.53024911032028","75.53024911032028","75.53024911032028","0","75.53024911032028"
"1","59","500","0","20","0","20","0","4","0","3","0","4","0","3","""-472726624""","74.30714285714286","74.30714285714286","74.30714285714286","0","74.30714285714286"
"1","60","500","0","20","0","20","0","4","0","3","0","4","0","3","""421041161""","73.86330935251799","73.86330935251799","73.86330935251799","0","73.86330935251799"
"1","61","500","0","20","0","20","0","2","0","5","0","4","0","4","""2082683375""","75.21376811594203","75.21376811594203","75.21376811594203","0","75.21376811594203"
"1","62","500","0","20","0","20","0","2","0","5","0","4","0","4","""-1177923361""","76.12635379061372","76.12635379061372","76.12635379061372","0","76.12635379061372"
"1","63","500","0","20","0","20","0","2","0","5","0","4","0","4","""328453278""","76.92481203007519","76.92481203007519","76.92481203007519","0","76.92481203007519"
"1","64","500","0","20","0","20","0","2","0","5","0","4","0","4","""-2136461223""","76.49458483754513","76.49458483754513","76.49458483754513","0","76.49458483754513"
"1","65","500","0","20","0","20","0","2","0","5","0","4","0","4","""1692524913""","75.60142348754448","75.60142348754448","75.60142348754448","0","75.60142348754448"
"1","66","500","0","20","0","20","0","2","0","5","0","4","0","4","""1236058132""","77.63537906137184","77.63537906137184","77.63537906137184","0","77.63537906137184"
"1","67","500","0","20","0","20","0","2","0","5","0","4","0","4","""-1333876954""","74.95131086142322","74.95131086142322","74.95131086142322","0","74.95131086142322"
"1","68","500","0","20","0","20","0","2","0","5","0","4","0","4","""1862436388""","75.50714285714285","75.50714285714285","75.50714285714285","0","75.50714285714285"
"1","69","500","0","20","0","20","0","2","0","5","0","4","0","4","""1795680350""","75.97132616487455","75.97132616487455","75.97132616487455","0","75.97132616487455"
"1","70","500","0","20","0","20","0","2","0","5","0","4","0","4","""-633614538""","73.380073800738","73.380073800738","73.380073800738","0","73.380073800738"
"1","71","500","0","60","0","30","0","3","0","3","0","3","0","2","""-835019824""","80.2967032967033","80.2967032967033","80.2967032967033","0","80.2967032967033"
"1","72","500","0","60","0","30","0","3","0","3","0","3","0","2","""1377459922""","79.11272727272727","79.11272727272727","79.11272727272727","0","79.11272727272727"
"1","73","500","0","60","0","30","0","3","0","3","0","3","0","2","""-958509883""","78.73741007194245","78.73741007194245","78.73741007194245","0","78.73741007194245"
"1","74","500","0","60","0","30","0","3","0","3","0","3","0","2","""491785540""","78.07942238267148","78.07942238267148","78.07942238267148","0","78.07942238267148"
"1","75","500","0","60","0","30","0","3","0","3","0","3","0","2","""1054252118""","75.82051282051282","75.82051282051282","75.82051282051282","0","75.82051282051282"
"1","76","500","0","60","0","30","0","3","0","3","0","3","0","2","""496108393""","77.9014598540146","77.9014598540146","77.9014598540146","0","77.9014598540146"
"1","77","500","0","60","0","30","0","3","0","3","0","3","0","2","""-1838854282""","79.31205673758865","79.31205673758865","79.31205673758865","0","79.31205673758865"
"1","78","500","0","60","0","30","0","3","0","3","0","3","0","2","""-1259861164""","77.65","77.65","77.65","0","77.65"
"1","79","500","0","60","0","30","0","3","0","3","0","3","0","2","""-540114350""","78.38989169675091","78.38989169675091","78.38989169675091","0","78.38989169675091"
"1","80","500","0","60","0","30","0","3","0","3","0","3","0","2","""-1294227897""","78.39350180505416","78.39350180505416","78.39350180505416","0","78.39350180505416"
"1","81","500","0","60","0","20","0","1","0","2","0","4","0","5","""1187766558""","83.92727272727272","83.92727272727272","83.92727272727272","0","83.92727272727272"
"1","82","500","0","60","0","20","0","1","0","2","0","4","0","5","""-784561126""","82.48905109489051","82.48905109489051","82.48905109489051","0","82.48905109489051"
"1","83","500","0","60","0","20","0","1","0","2","0","4","0","5","""1316242266""","83.12903225806451","83.12903225806451","83.12903225806451","0","83.12903225806451"
"1","84","500","0","60","0","20","0","1","0","2","0","4","0","5","""1557529838""","82.4087591240876","82.4087591240876","82.4087591240876","0","82.4087591240876"
"1","85","500","0","60","0","20","0","1","0","2","0","4","0","5","""406527403""","82.52434456928839","82.52434456928839","82.52434456928839","0","82.52434456928839"
"1","86","500","0","60","0","20","0","1","0","2","0","4","0","5","""1611318416""","83.6","83.6","83.6","0","83.6"
"1","87","500","0","60","0","20","0","1","0","2","0","4","0","5","""-1262245268""","83.7572463768116","83.7572463768116","83.7572463768116","0","83.7572463768116"
"1","88","500","0","60","0","20","0","1","0","2","0","4","0","5","""-60886697""","83.7797833935018","83.7797833935018","83.7797833935018","0","83.7797833935018"
"1","89","500","0","60","0","20","0","1","0","2","0","4","0","5","""714010965""","82.0749063670412","82.0749063670412","82.0749063670412","0","82.0749063670412"
"1","90","500","0","60","0","20","0","1","0","2","0","4","0","5","""1039529505""","82.29181494661921","82.29181494661921","82.29181494661921","0","82.29181494661921"
"1","91","500","0","60","0","20","0","3","0","1","0","4","0","2","""1624395275""","82.72661870503597","82.72661870503597","82.72661870503597","0","82.72661870503597"
"1","92","500","0","60","0","20","0","3","0","1","0","4","0","2","""-1472460145""","82.85507246376811","82.85507246376811","82.85507246376811","0","82.85507246376811"
"1","93","500","0","60","0","20","0","3","0","1","0","4","0","2","""37154085""","82.6340579710145","82.6340579710145","82.6340579710145","0","82.6340579710145"
"1","94","500","0","60","0","20","0","3","0","1","0","4","0","2","""-1898658165""","82.12546125461255","82.12546125461255","82.12546125461255","0","82.12546125461255"
"1","95","500","0","60","0","20","0","3","0","1","0","4","0","2","""1912455334""","83.18115942028986","83.18115942028986","83.18115942028986","0","83.18115942028986"
"1","96","500","0","60","0","20","0","3","0","1","0","4","0","2","""-1928323939""","83.27402135231317","83.27402135231317","83.27402135231317","0","83.27402135231317"
"1","97","500","0","60","0","20","0","3","0","1","0","4","0","2","""1879391846""","82.81071428571428","82.81071428571428","82.81071428571428","0","82.81071428571428"
"1","98","500","0","60","0","20","0","3","0","1","0","4","0","2","""1616586415""","83.55072463768116","83.55072463768116","83.55072463768116","0","83.55072463768116"
"1","99","500","0","60","0","20","0","3","0","1","0","4","0","2","""3814570""","81.73106060606061","81.73106060606061","81.73106060606061","0","81.73106060606061"
"1","100","500","0","60","0","20","0","3","0","1","0","4","0","2","""-551865229""","83.2135231316726","83.2135231316726","83.2135231316726","0","83.2135231316726"
"1","101","500","0","20","0","20","0","3","0","3","0","3","0","1","""-2109066752""","70.44814814814815","70.44814814814815","70.44814814814815","0","70.44814814814815"
"1","102","500","0","20","0","20","0","3","0","3","0","3","0","1","""1012326994""","73.03900709219859","73.03900709219859","73.03900709219859","0","73.03900709219859"
"1","103","500","0","20","0","20","0","3","0","3","0","3","0","1","""1922957830""","70.76785714285714","70.76785714285714","70.76785714285714","0","70.76785714285714"
"1","104","500","0","20","0","20","0","3","0","3","0","3","0","1","""-1790244757""","71.44755244755245","71.44755244755245","71.44755244755245","0","71.44755244755245"
"1","105","500","0","20","0","20","0","3","0","3","0","3","0","1","""-258256451""","70.25","70.25","70.25","0","70.25"
"1","106","500","0","20","0","20","0","3","0","3","0","3","0","1","""-1336849493""","69.95017793594306","69.95017793594306","69.95017793594306","0","69.95017793594306"
"1","107","500","0","20","0","20","0","3","0","3","0","3","0","1","""-1096860177""","67.85074626865672","67.85074626865672","67.85074626865672","0","67.85074626865672"
"1","108","500","0","20","0","20","0","3","0","3","0","3","0","1","""2094677430""","70.24825174825175","70.24825174825175","70.24825174825175","0","70.24825174825175"
"1","109","500","0","20","0","20","0","3","0","3","0","3","0","1","""1876370497""","70.39642857142857","70.39642857142857","70.39642857142857","0","70.39642857142857"
"1","110","500","0","20","0","20","0","3","0","3","0","3","0","1","""2076281835""","68.72695035460993","68.72695035460993","68.72695035460993","0","68.72695035460993"
"1","111","500","0","60","0","50","0","5","0","4","0","1","0","4","""363229404""","6.297794117647059","6.297794117647059","6.297794117647059","0","6.297794117647059"
"1","112","500","0","60","0","50","0","5","0","4","0","1","0","4","""-1536840774""","7.844444444444444","7.844444444444444","7.844444444444444","0","7.844444444444444"
"1","113","500","0","60","0","50","0","5","0","4","0","1","0","4","""2047126347""","8.025089605734767","8.025089605734767","8.025089605734767","0","8.025089605734767"
"1","114","500","0","60","0","50","0","5","0","4","0","1","0","4","""664850104""","7.4640287769784175","7.4640287769784175","7.4640287769784175","0","7.4640287769784175"
"1","115","500","0","60","0","50","0","5","0","4","0","1","0","4","""-362289791""","9.028571428571428","9.028571428571428","9.028571428571428","0","9.028571428571428"
"1","116","500","0","60","0","50","0","5","0","4","0","1","0","4","""-875002726""","7.419117647058823","7.419117647058823","7.419117647058823","0","7.419117647058823"
"1","117","500","0","60","0","50","0","5","0","4","0","1","0","4","""274425864""","7.93950177935943","7.93950177935943","7.93950177935943","0","7.93950177935943"
"1","118","500","0","60","0","50","0","5","0","4","0","1","0","4","""85588379""","8.44649446494465","8.44649446494465","8.44649446494465","0","8.44649446494465"
"1","119","500","0","60","0","50","0","5","0","4","0","1","0","4","""1686207668""","6.9818181818181815","6.9818181818181815","6.9818181818181815","0","6.9818181818181815"
"1","120","500","0","60","0","50","0","5","0","4","0","1","0","4","""85696826""","7.318840579710145","7.318840579710145","7.318840579710145","0","7.318840579710145"
"1","121","500","0","20","0","20","0","2","0","3","0","5","0","2","""-1612108418""","78.88928571428572","78.88928571428572","78.88928571428572","0","78.88928571428572"
"1","122","500","0","20","0","20","0","2","0","3","0","5","0","2","""-1010403803""","78.60142348754448","78.60142348754448","78.60142348754448","0","78.60142348754448"
"1","123","500","0","20","0","20","0","2","0","3","0","5","0","2","""1279633337""","79.80565371024736","79.80565371024736","79.80565371024736","0","79.80565371024736"
"1","124","500","0","20","0","20","0","2","0","3","0","5","0","2","""619049845""","77.80363636363636","77.80363636363636","77.80363636363636","0","77.80363636363636"
"1","125","500","0","20","0","20","0","2","0","3","0","5","0","2","""1850677729""","78.80656934306569","78.80656934306569","78.80656934306569","0","78.80656934306569"
"1","126","500","0","20","0","20","0","2","0","3","0","5","0","2","""660655324""","80.15384615384616","80.15384615384616","80.15384615384616","0","80.15384615384616"
"1","127","500","0","20","0","20","0","2","0","3","0","5","0","2","""15900148""","80.79505300353357","80.79505300353357","80.79505300353357","0","80.79505300353357"
"1","128","500","0","20","0","20","0","2","0","3","0","5","0","2","""-1187882295""","80.13879003558719","80.13879003558719","80.13879003558719","0","80.13879003558719"
"1","129","500","0","20","0","20","0","2","0","3","0","5","0","2","""-971198417""","79.62323943661971","79.62323943661971","79.62323943661971","0","79.62323943661971"
"1","130","500","0","20","0","20","0","2","0","3","0","5","0","2","""549092106""","78.95759717314488","78.95759717314488","78.95759717314488","0","78.95759717314488"
"1","131","500","0","60","0","10","0","4","0","3","0","1","0","1","""8874062""","53.981949458483754","53.981949458483754","53.981949458483754","0","53.981949458483754"
"1","132","500","0","60","0","10","0","4","0","3","0","1","0","1","""-1450288227""","51.64561403508772","51.64561403508772","51.64561403508772","0","51.64561403508772"
"1","133","500","0","60","0","10","0","4","0","3","0","1","0","1","""-1408990790""","53.448905109489054","53.448905109489054","53.448905109489054","0","53.448905109489054"
"1","134","500","0","60","0","10","0","4","0","3","0","1","0","1","""1833872984""","52.370370370370374","52.370370370370374","52.370370370370374","0","52.370370370370374"
"1","135","500","0","60","0","10","0","4","0","3","0","1","0","1","""-1438379500""","51.2007299270073","51.2007299270073","51.2007299270073","0","51.2007299270073"
"1","136","500","0","60","0","10","0","4","0","3","0","1","0","1","""1596851196""","54.81785714285714","54.81785714285714","54.81785714285714","0","54.81785714285714"
"1","137","500","0","60","0","10","0","4","0","3","0","1","0","1","""-1014239377""","54.77894736842105","54.77894736842105","54.77894736842105","0","54.77894736842105"
"1","138","500","0","60","0","10","0","4","0","3","0","1","0","1","""414057422""","52.99650349650349","52.99650349650349","52.99650349650349","0","52.99650349650349"
"1","139","500","0","60","0","10","0","4","0","3","0","1","0","1","""507263830""","54.028985507246375","54.028985507246375","54.028985507246375","0","54.028985507246375"
"1","140","500","0","60","0","10","0","4","0","3","0","1","0","1","""1216907255""","51.523809523809526","51.523809523809526","51.523809523809526","0","51.523809523809526"
"1","141","500","0","20","0","30","0","4","0","4","0","4","0","3","""-2001551404""","72.98913043478261","72.98913043478261","72.98913043478261","0","72.98913043478261"
"1","142","500","0","20","0","30","0","4","0","4","0","4","0","3","""238967546""","74.12996389891697","74.12996389891697","74.12996389891697","0","74.12996389891697"
"1","143","500","0","20","0","30","0","4","0","4","0","4","0","3","""-518862747""","71.73033707865169","71.73033707865169","71.73033707865169","0","71.73033707865169"
"1","144","500","0","20","0","30","0","4","0","4","0","4","0","3","""-798020669""","74.2080291970803","74.2080291970803","74.2080291970803","0","74.2080291970803"
"1","145","500","0","20","0","30","0","4","0","4","0","4","0","3","""1815488615""","73.97872340425532","73.97872340425532","73.97872340425532","0","73.97872340425532"
"1","146","500","0","20","0","30","0","4","0","4","0","4","0","3","""-1969739188""","74.89530685920577","74.89530685920577","74.89530685920577","0","74.89530685920577"
"1","147","500","0","20","0","30","0","4","0","4","0","4","0","3","""259593741""","74.27838827838828","74.27838827838828","74.27838827838828","0","74.27838827838828"
"1","148","500","0","20","0","30","0","4","0","4","0","4","0","3","""1376727870""","74.88461538461539","74.88461538461539","74.88461538461539","0","74.88461538461539"
"1","149","500","0","20","0","30","0","4","0","4","0","4","0","3","""1664367642""","73.58098591549296","73.58098591549296","73.58098591549296","0","73.58098591549296"
"1","150","500","0","20","0","30","0","4","0","4","0","4","0","3","""-263666660""","72.85171102661597","72.85171102661597","72.85171102661597","0","72.85171102661597"
"1","151","500","0","60","0","20","0","3","0","2","0","2","0","4","""805165331""","12.76736111111111","12.76736111111111","12.76736111111111","0","12.76736111111111"
"1","152","500","0","60","0","20","0","3","0","2","0","2","0","4","""777724455""","14.456140350877194","14.456140350877194","14.456140350877194","0","14.456140350877194"
"1","153","500","0","60","0","20","0","3","0","2","0","2","0","4","""990712460""","14.398523985239853","14.398523985239853","14.398523985239853","0","14.398523985239853"
"1","154","500","0","60","0","20","0","3","0","2","0","2","0","4","""917755135""","14.136690647482014","14.136690647482014","14.136690647482014","0","14.136690647482014"
"1","155","500","0","60","0","20","0","3","0","2","0","2","0","4","""-51806069""","12.566901408450704","12.566901408450704","12.566901408450704","0","12.566901408450704"
"1","156","500","0","60","0","20","0","3","0","2","0","2","0","4","""-979275426""","12.494505494505495","12.494505494505495","12.494505494505495","0","12.494505494505495"
"1","157","500","0","60","0","20","0","3","0","2","0","2","0","4","""-90203895""","11.992647058823529","11.992647058823529","11.992647058823529","0","11.992647058823529"
"1","158","500","0","60","0","20","0","3","0","2","0","2","0","4","""235561416""","14.76923076923077","14.76923076923077","14.76923076923077","0","14.76923076923077"
"1","159","500","0","60","0","20","0","3","0","2","0","2","0","4","""1028366596""","15.489051094890511","15.489051094890511","15.489051094890511","0","15.489051094890511"
"1","160","500","0","60","0","20","0","3","0","2","0","2","0","4","""759651604""","13.15018315018315","13.15018315018315","13.15018315018315","0","13.15018315018315"
"1","161","500","0","40","0","40","0","1","0","4","0","2","0","3","""-2120112733""","65.72426470588235","65.72426470588235","65.72426470588235","0","65.72426470588235"
"1","162","500","0","40","0","40","0","1","0","4","0","2","0","3","""151739959""","68.10247349823321","68.10247349823321","68.10247349823321","0","68.10247349823321"
"1","163","500","0","40","0","40","0","1","0","4","0","2","0","3","""-576401461""","64.82909090909091","64.82909090909091","64.82909090909091","0","64.82909090909091"
"1","164","500","0","40","0","40","0","1","0","4","0","2","0","3","""-632053704""","66.45714285714286","66.45714285714286","66.45714285714286","0","66.45714285714286"
"1","165","500","0","40","0","40","0","1","0","4","0","2","0","3","""1687729430""","68.35251798561151","68.35251798561151","68.35251798561151","0","68.35251798561151"
"1","166","500","0","40","0","40","0","1","0","4","0","2","0","3","""893086355""","67.39716312056737","67.39716312056737","67.39716312056737","0","67.39716312056737"
"1","167","500","0","40","0","40","0","1","0","4","0","2","0","3","""-818990157""","67.71119133574007","67.71119133574007","67.71119133574007","0","67.71119133574007"
"1","168","500","0","40","0","40","0","1","0","4","0","2","0","3","""2011688672""","66.04332129963899","66.04332129963899","66.04332129963899","0","66.04332129963899"
"1","169","500","0","40","0","40","0","1","0","4","0","2","0","3","""-827946432""","66.86879432624113","66.86879432624113","66.86879432624113","0","66.86879432624113"
"1","170","500","0","40","0","40","0","1","0","4","0","2","0","3","""-607414825""","65.23791821561338","65.23791821561338","65.23791821561338","0","65.23791821561338"
"1","171","500","0","80","0","20","0","3","0","5","0","5","0","2","""686114870""","88.23529411764706","88.23529411764706","88.23529411764706","0","88.23529411764706"
"1","172","500","0","80","0","20","0","3","0","5","0","5","0","2","""-132867834""","88.28","88.28","88.28","0","88.28"
"1","173","500","0","80","0","20","0","3","0","5","0","5","0","2","""877088391""","87.81818181818181","87.81818181818181","87.81818181818181","0","87.81818181818181"
"1","174","500","0","80","0","20","0","3","0","5","0","5","0","2","""380183424""","87.80935251798562","87.80935251798562","87.80935251798562","0","87.80935251798562"
"1","175","500","0","80","0","20","0","3","0","5","0","5","0","2","""1608980532""","87.84981684981685","87.84981684981685","87.84981684981685","0","87.84981684981685"
"1","176","500","0","80","0","20","0","3","0","5","0","5","0","2","""-2022729886""","87.04727272727273","87.04727272727273","87.04727272727273","0","87.04727272727273"
"1","177","500","0","80","0","20","0","3","0","5","0","5","0","2","""542072256""","87.49820788530467","87.49820788530467","87.49820788530467","0","87.49820788530467"
"1","178","500","0","80","0","20","0","3","0","5","0","5","0","2","""-1620286945""","87.44244604316546","87.44244604316546","87.44244604316546","0","87.44244604316546"
"1","179","500","0","80","0","20","0","3","0","5","0","5","0","2","""-1332115238""","86.94244604316546","86.94244604316546","86.94244604316546","0","86.94244604316546"
"1","180","500","0","80","0","20","0","3","0","5","0","5","0","2","""-391745282""","86.7918215613383","86.7918215613383","86.7918215613383","0","86.7918215613383"
"1","181","500","0","40","0","50","0","3","0","3","0","3","0","4","""1037554824""","19.121863799283155","19.121863799283155","19.121863799283155","0","19.121863799283155"
"1","182","500","0","40","0","50","0","3","0","3","0","3","0","4","""1831558669""","21.47653429602888","21.47653429602888","21.47653429602888","0","21.47653429602888"
"1","183","500","0","40","0","50","0","3","0","3","0","3","0","4","""-2071776126""","18.239436619718308","18.239436619718308","18.239436619718308","0","18.239436619718308"
"1","184","500","0","40","0","50","0","3","0","3","0","3","0","4","""-1682000661""","19.693140794223826","19.693140794223826","19.693140794223826","0","19.693140794223826"
"1","185","500","0","40","0","50","0","3","0","3","0","3","0","4","""-987382413""","19.173758865248228","19.173758865248228","19.173758865248228","0","19.173758865248228"
"1","186","500","0","40","0","50","0","3","0","3","0","3","0","4","""1238421773""","20.470802919708028","20.470802919708028","20.470802919708028","0","20.470802919708028"
"1","187","500","0","40","0","50","0","3","0","3","0","3","0","4","""459017310""","20.054945054945055","20.054945054945055","20.054945054945055","0","20.054945054945055"
"1","188","500","0","40","0","50","0","3","0","3","0","3","0","4","""353236365""","19.24561403508772","19.24561403508772","19.24561403508772","0","19.24561403508772"
"1","189","500","0","40","0","50","0","3","0","3","0","3","0","4","""1421393372""","19.256317689530686","19.256317689530686","19.256317689530686","0","19.256317689530686"
"1","190","500","0","40","0","50","0","3","0","3","0","3","0","4","""-873231272""","18.735507246376812","18.735507246376812","18.735507246376812","0","18.735507246376812"
"1","191","500","0","80","0","10","0","4","0","4","0","3","0","1","""-2019707507""","79.44525547445255","79.44525547445255","79.44525547445255","0","79.44525547445255"
